Date,Price,Open,High,Low,Vol.(millions),Change
02/13/2023,194.64,194.41,196.3,187.61,172.48,-0.0114
02-10-2023,196.89,202.23,206.2,192.89,204.75,-0.0503
02-09-2023,207.32,207.77,214,204.77,215.43,0.0300
02-08-2023,201.29,196.1,203,194.31,180.67,0.0228
02-07-2023,196.81,196.43,197.5,189.55,186.01,0.0105
02-06-2023,194.76,193.01,198.17,189.92,186.19,0.0252
02-03-2023,189.98,183.95,199,183.69,232.66,0.0091
02-02-2023,188.27,187.32,196.75,182.61,217.45,0.0378
02-01-2023,181.41,173.89,183.8,169.93,213.81,0.0473
01/31/2023,173.22,164.57,174.3,162.78,196.81,0.0394
01/30/2023,166.66,178.05,179.77,166.5,230.88,-0.0632
01/27/2023,177.9,162.43,180.68,161.17,306.59,0.1100
01/26/2023,160.27,159.96,161.42,154.76,234.82,0.1097
01/25/2023,144.43,141.9,146.41,138.07,192.73,0.0038
01/24/2023,143.89,143,146.5,141.1,158.70,0.0010
01/23/2023,143.75,135.87,145.38,134.27,203.12,0.0774
01/20/2023,133.42,128.68,133.51,127.35,138.86,0.0491
01/19/2023,127.17,127.26,129.99,124.31,170.29,-0.0125
01/18/2023,128.78,136.55,136.68,127.01,195.68,-0.0206
01/17/2023,131.49,125.69,131.7,125.02,186.48,0.0743
01/13/2023,122.4,116.55,122.63,115.6,180.71,-0.0094
01-12-2023,123.56,122.56,124.13,117,169.40,0.0028
01-11-2023,123.22,122.09,125.95,120.51,183.81,0.0368
01-10-2023,118.85,121.07,122.76,114.92,167.64,-0.0077
01-09-2023,119.77,118.96,123.52,117.11,190.28,0.0593
01-06-2023,113.06,103,114.39,101.81,220.91,0.0247
01-05-2023,110.34,110.51,111.75,107.16,157.99,-0.0290
01-04-2023,113.64,109.11,114.59,107.52,180.39,0.0512
01-03-2023,108.1,118.47,118.8,104.64,231.40,-0.1224
12/30/2022,123.18,119.95,124.48,119.75,157.78,0.0112
12/29/2022,121.82,120.39,123.57,117.5,221.92,0.0808
12/28/2022,112.71,110.35,116.27,108.24,221.07,0.0331
12/27/2022,109.1,117.5,119.67,108.76,208.64,-0.1141
12/23/2022,123.15,126.37,128.62,121.02,166.99,-0.0176
12/22/2022,125.35,136,136.63,122.26,210.09,-0.0888
12/21/2022,137.57,139.34,141.26,135.89,145.42,-0.0017
12/20/2022,137.8,146.05,148.47,137.66,159.56,-0.0805
12/19/2022,149.87,154,155.25,145.82,139.39,-0.0024
12/16/2022,150.23,159.63,160.99,150.04,139.03,-0.0472
12/15/2022,157.67,153.44,160.93,153.28,122.33,0.0055
12/14/2022,156.8,159.25,161.62,155.31,140.68,-0.0258
12/13/2022,160.95,174.87,175.05,156.91,175.86,-0.0409
12-12-2022,167.82,176.1,177.37,167.52,109.79,-0.0627
12-09-2022,179.05,173.84,182.5,173.36,104.87,0.0323
12-08-2022,173.44,172.2,175.2,169.06,97.62,-0.0034
12-07-2022,174.04,175.03,179.38,172.22,84.21,-0.0321
12-06-2022,179.82,181.21,183.65,175.33,92.15,-0.0144
12-05-2022,182.45,189.44,191.27,180.55,93.12,-0.0637
12-02-2022,194.86,191.78,196.25,191.11,73.65,0.0008
12-01-2022,194.7,197.08,198.92,191.8,80.05,0.0000
11/30/2022,194.7,182.43,194.76,180.63,109.19,0.0767
11/29/2022,180.83,184.99,186.38,178.75,83.36,-0.0114
11/28/2022,182.92,179.96,188.5,179,93.04,0.0003
11/25/2022,182.86,185.06,185.2,180.63,50.67,-0.0019
11/23/2022,183.2,173.57,183.62,172.5,109.54,0.0782
11/22/2022,169.91,168.63,170.92,166.18,78.45,0.0122
11/21/2022,167.87,175.85,176.77,167.54,92.88,-0.0684
11/18/2022,180.19,185.05,185.19,176.55,76.05,-0.0163
11/17/2022,183.17,183.96,186.16,180.9,64.34,-0.0201
11/16/2022,186.92,191.51,192.57,185.66,66.57,-0.0386
11/15/2022,194.42,195.88,200.82,192.06,91.29,0.0182
11/14/2022,190.95,192.77,195.73,186.34,92.23,-0.0256
11-11-2022,195.97,186,196.52,182.59,114.40,0.0275
11-10-2022,190.72,189.9,191,180.03,132.70,0.0739
11-09-2022,177.59,190.77,195.89,177.12,127.06,-0.0717
11-08-2022,191.3,194.02,195.2,186.75,128.80,-0.0293
11-07-2022,197.08,208.65,208.9,196.66,93.92,-0.0501
11-04-2022,207.47,222.6,223.8,203.08,98.62,-0.0364
11-03-2022,215.31,211.36,221.2,210.14,56.54,0.0015
11-02-2022,214.98,226.04,227.87,214.82,63.07,-0.0564
11-01-2022,227.82,234.05,237.4,227.28,62.69,0.0012
